element_id,name
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:771,MAE of 0.0360
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:772,R2 of 0.9704
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:773,Fuzzy Jaccard Index of 0.9121
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:774,Multitask CNN
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:775,images
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:776,"images based on depth, length, and health status"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:777,diagnostic capabilities
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:778,classification accuracy of 100% in depth
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:779,classification accuracy of 92.86% in length
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:780,perfect F1 Score in health status classification
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:781,NIRscan technology in combination with multitask CNN model
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:782,real-time breast cancer screening and diagnostic workflows
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:783,Oncolytic herpes simplex virus
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:784,cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:785,host antitumor immunity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:786,T-VEC
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:787,oncolytic herpes simplex virus drug
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:788,Delytact
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:789,Oncolytic herpes simplex virus products
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:790,viral species and genetic modifications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:791,Viral species and genetic modifications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:792,therapeutic potential of oncolytic herpes simplex virus products
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:793,Integration of oncolytic herpes simplex viruses with immunotherapeutic agents and conventional therapies
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:794,promising future in treatment of malignant tumors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:795,Oncolytic virus therapies
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:796,clinical relevance
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:797,safety
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:798,efficacy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:799,Human papillomavirus
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:800,benign lesions
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:801,warts
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:802,cervical cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:803,Harald zur Hausen
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:804,Human papillomavirus to cervical cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:805,2008 Nobel Prize
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:806,Head and neck cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:807,low five-year survival rates
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:808,Alcoholism
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:809,head and neck cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:810,Smoking
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:811,Human Papillomavirus infection
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:812,oropharyngeal cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:813,Patients with HPV-positive head and neck cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:814,better clinical prognosis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:815,resistance to chemotherapy
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:816,HPV carcinogenic activity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:817,"viral oncoproteins E5, E6, and E7"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:818,E5 oncoprotein
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:819,immune evasion mechanisms
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:820,tumor microenvironment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:821,resistance to chemotherapeutic treatments
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:822,Non-Hodgkin lymphoma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:823,HIV-1-positive individuals
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:824,p17 variants
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:825,lymphoma development
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:826,"vp17s with amino acid insertions at positions 114-115, 117-118, and 125-126"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:827,HIV-positive individuals with lymphoma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:828,Alterations in primary amino acid sequences of vp17s
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:829,the protein
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:830,Destabilized vp17 protein
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:831,functional epitope
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:832,Functional epitope
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:833,protease-activated receptor-1 (PAR-1)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:834,protein kinase B pathway
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:835,Stimulation of protein kinase B pathway by vp17s
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:836,oncogenic potential
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:837,Oncogenic potential of vp17s
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:838,lymphomagenesis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:839,Next-generation sequencing
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:840,identifying HIV-positive patients at higher risk of lymphoma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:841,HPV
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:842,nearly 5% of all cancers worldwide
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:843,cervical cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:844,oropharyngeal cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:845,HPV-positive head and neck squamous cell carcinomas
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:846,significantly improved treatment response compared to HPV-negative head and neck squamous cell carcinomas
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:847,Single-cell RNA sequencing
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:848,immune cell populations
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:849,epithelial cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:850,Epithelial subpopulations
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:851,transcriptome signatures
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:852,ontologies
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:853,candidate biomarkers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:854,Distinct epithelial cell populations and reprogramming in HPV-negative versus HPV-positive HNSCC
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:855,important components of the pro-tumor environment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:856,High-risk Human Papillomavirus infection
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:857,cervical carcinogenesis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:858,Single-nucleotide variants in CTLA4 gene
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:859,gene expression and immune response against HPV
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:860,cervical malignancy progression
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:861,T allele of -318 C>T
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:862,HPV infection
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:863,high-grade squamous intraepithelial lesions
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:864,TAG haplotype
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:865,Early nutritional intervention
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:866,nutritional status in LANSCLC patients undergoing CCRT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:867,incidence of weight loss ≥5% during CCRT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:868,patient-generated subjective global assessments scores at the end of CCRT and 6 months after CCRT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:869,incidence of grade 2+ radiation pneumonitis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:870,body mass index at the end of CCRT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:871,prealbumin levels at the end of CCRT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:872,progression-free survival in LANSCLC patients undergoing CCRT
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:873,Patients who responded well to oral nutritional supplements
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:874,Firmicutes/Bacteroidetes ratio at baseline
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:875,Gut microbiota
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:876,response to oral nutritional supplements
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:877,Cancer and related treatments
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:878,body composition
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:879,Impaired body composition
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:880,malnutrition
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:881,sarcopenia
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:882,Health-Related Quality of Life
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:883,Predictive model
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:884,unsupervised approaches including Principal Component Analysis and k-means clustering
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:885,Sarcopenia and malnutrition risks
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:886,"NRS-2002 and SARC-F questionnaires, anthropometric measurements, and Bioelectrical Impedance Analysis"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:887,EORTC QLQ-C30 questionnaire
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:888,Principal Component Analysis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:889,three main components
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:890,k-means clustering
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:891,three clusters
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:892,Three clusters
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:893,"High Muscle Profile, Moderate Muscle Profile, Low Muscle Profile"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:894,Patients in Low Muscle Profile
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:895,
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:896,comorbidities
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:897,increased risk of sarcopenia
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:898,Lung cancer site
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:899,Diabetes
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:900,Malnutrition risk
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:901,Patients in Low Muscle Profile cluster
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:902,increased risk of sarcopenia (+62%)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:903,NUTRISCREEN project
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:904,personalized nutritional pathway for early screening of malnutrition and sarcopenia
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:905,Unsupervised approach
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:906,distinct body composition profiles
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:907,insights into factors associated with sarcopenia risk
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:908,poultry consumption above 300 g/week
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:909,all causes
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:910,gastrointestinal cancers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:911,men compared to women
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:912,Colorectal cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:913,cancer worldwide
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:914,cancer-related mortality
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:915,Glucosinolates
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:916,antitumoral capacity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:917,Polyphenols
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:918,ability to scavenge free radicals
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:919,Free radicals
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:920,cell damage
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:921,Eruca sativa seed extract
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:922,highest antioxidant capacity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:923,Sinapis alba seed extract
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:924,Nutraceutical
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:925,Eruca sativa and Sinapis alba seed extracts
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:926,73% after in vitro digestion
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:927,thirty compounds responsible for antioxidant and tumoral prevention capacity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:928,Nutraceutical intake
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:929,31.6%
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:930,53.9%
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:931,Nutraceutical intake combined with physical exercise
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:932,52.3%
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:933,62.6%
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:934,Diet rich in bioactive compounds from Brassica species combined with physical activity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:935,Vitamin D
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:936,immune system
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:937,immune organ functions
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:938,T-cell activity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:939,tumors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:940,inflammatory responses
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:941,vitamin D receptors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:942,immune responses
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:943,adequate vitamin D levels
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:944,gene expression related to inflammation and cell proliferation
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:945,"mechanisms that suppress cancer cell survival, proliferation, migration, and metastasis"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:946,low levels of vitamin D
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:947,increased risk of colorectal cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:948,vitamin D deficiency
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:949,higher disease incidence
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:950,"diet high in red meat and calories but low in fiber, fruits, and vegetables"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:951,colorectal cancer risk
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:952,physical inactivity
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:953,insufficient calcium and vitamin D intake
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:954,disease occurrence and poorer clinical outcomes
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:955,maintaining optimal vitamin D levels and adequate dietary intake
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:956,patient prognosis
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:957,Unhealthy diet
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:958,Diet-related colorectal cancer burden
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:959,OECD countries
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:960,Diet-related colorectal cancer disability-adjusted life years
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:961,Global Burden of Disease 2021 study
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:962,Diet-related colorectal cancer deaths
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:963,Age-standardised percentages of diet-related colorectal cancer DALYs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:964,OECD countries in 2021
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:965,Age-standardised percentages of diet-related colorectal cancer deaths
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:966,Age-standardised diet-related colorectal cancer DALYs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:967,1990 and 2021 in OECD countries
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:968,Age-standardised diet-related colorectal cancer deaths
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:969,Estimated annual percent change in diet-related colorectal cancer deaths
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:970,-1.26
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:971,Estimated annual percent change in diet-related colorectal cancer DALYs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:972,-1.20
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:973,Diet-related colorectal cancer DALYs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:974,4.1 million by 2050
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:975,0.2 million by 2050
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:976,Colorectal cancer deaths
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:977,1.33 from 1990 to 2050
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:978,Colorectal cancer DALYs in males
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:979,-0.90 from 1990 to 2050
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:980,Colorectal cancer DALYs in females
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:981,-1.0 from 1990 to 2050
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:982,Nutrition intervention programmes
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:983,access to affordable and nutritious foods
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:984,importance of healthy diet in reducing colorectal cancer risk
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:985,Moderate total iron consumption in the second quintile (5.00-6.27 mg/day)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:986,colon cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:987,Moderate non-heme iron intake in the second quintile (4.98-6.24 mg/day)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:988,Furocoumarins
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:989,photosensitizing effect on the skin
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:990,ultraviolet radiation
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:991,melanoma cells
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:992,Dietary furocoumarin intake at higher levels
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:993,risk factor for cutaneous melanoma
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:994,Tobacco
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:995,oral cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:996,MPOWER measure scores
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:997,Global Health Observatory of World Health Organization
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:998,Age-standardized Rates of lip and oral cavity cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:999,Global Burden of Diseases 2021 results tool
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1000,Paraguay
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1001,"MPOWER scores over time than Argentina, Brazil and Uruguay"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1002,Venezuela
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1003,Argentina
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1004,lip and oral cavity cancer indicators among males
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1005,Brazil
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1006,Uruguay
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1007,lip and oral cavity cancer incidence for males and females
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1008,MERCOSUR countries with more rigorous MPOWER tobacco control policies
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1009,lip and oral cavity cancer burden
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1010,Cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1011,global morbidity and mortality
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1012,Eastern Mediterranean Region
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1013,sustainable development goal target 3.4
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1014,Sustainable development goal target 3.4
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1015,non-communicable diseases including cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1016,least progress towards achieving sustainable development goal target 3.4
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1017,Nutritional and lifestyle management
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1018,cancer care
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1019,"context-specific, achievable and individualized"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1020,Multidisciplinary approach
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1021,"medical, nutritional, psychological and palliative care"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1022,cancer care effectively
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1023,Cancer care and management
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1024,"policymakers, healthcare providers and communities"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1025,"Policymakers, healthcare providers and communities"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1026,evidence-based interventions
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1027,cancer awareness
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1028,Second-hand smoke exposure
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1029,lung cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1030,nonsmokers in the United States
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1031,Parental second-hand smoke exposure
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1032,lung cancer in children
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1033,Living with smoking spouses
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1034,lung cancer in nonsmokers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1035,More and prolonged second-hand smoke exposure
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1036,Workplace second-hand smoke exposure
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1037,lung cancer risk
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1038,non-smoking children and domestic partners
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1039,bladder cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1040,postoperative complications
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1041,Urological guidelines
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1042,smoking cessation
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1043,Patients treated with transurethral resection of the bladder tumour (TURBT)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1044,intensive smoking cessation Gold Standard Programme (GSP)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1045,Relatives
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1046,Clinicians
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1047,Participants
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1048,Gold Standard Programme (GSP)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1049,relational and communicative factors
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1050,Patients
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1051,pragmatic factors for conducting the Gold Standard Programme (GSP)
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1052,health systems in several countries
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1053,this study
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1054,direct medical cost of colorectal cancer in Antigua and Barbuda
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1055,prevalence-based cost-of-illness methodology
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1056,patients diagnosed with colorectal cancer between 2017 and 2021
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1057,data record abstraction
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1058,five-year prevalence of colorectal cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1059,top-down and bottom-up approach
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1060,direct medical costs for colorectal cancer care components
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1061,total annual direct medical costs for colorectal cancer
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1062,USD 1.14 million
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1063,major cost drivers
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1064,treatment and post-treatment side-effects care
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1065,treatment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1066,"USD 613,650.01"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1067,post-treatment side-effects care
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1068,"USD 402,234.50"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1069,overall estimated direct medical unit costs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1070,"USD 139,295.58"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1071,main drivers of direct medical unit costs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1072,"surgery, other complications of treatment, and immunotherapy"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1073,surgery
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1074,"USD 43,467.10"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1075,other complications of treatment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1076,"USD 28,469.21"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1077,"USD 19,200.00"
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1078,economic burden of colorectal cancer in Antigua and Barbuda
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1079,estimates of annual direct medical costs
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1080,substantial
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1081,delays in receiving treatment
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1082,decreased chances of survival
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1083,radiotherapy services
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1084,healthcare systems
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1085,patients
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1086,timely care
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1087,study
4:54096497-a51b-49c1-979f-bc0dbd8f50d3:1088,key time intervals from diagnosis to start of radiotherapy treatment
