element_id,name
4:21a121b1-edc6-4f27-92d9-a818cb434acd:611,BRCA2 mutations
4:21a121b1-edc6-4f27-92d9-a818cb434acd:612,Individuals with new-onset diabetes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:613,high-risk
4:21a121b1-edc6-4f27-92d9-a818cb434acd:614,Screening using mainly endoscopic ultrasound
4:21a121b1-edc6-4f27-92d9-a818cb434acd:615,familial pancreatic cancer individuals
4:21a121b1-edc6-4f27-92d9-a818cb434acd:616,individuals with genetic syndromes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:617,Risk-based screening
4:21a121b1-edc6-4f27-92d9-a818cb434acd:618,patients with new-onset diabetes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:619,Cost-effectiveness of pancreatic cancer screening
4:21a121b1-edc6-4f27-92d9-a818cb434acd:620,epidemiological factors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:621,cost
4:21a121b1-edc6-4f27-92d9-a818cb434acd:622,diagnostic performance of screening tools
4:21a121b1-edc6-4f27-92d9-a818cb434acd:623,overall design of studies
4:21a121b1-edc6-4f27-92d9-a818cb434acd:624,Bone metastases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:625,cancer management
4:21a121b1-edc6-4f27-92d9-a818cb434acd:626,morbidity and mortality
4:21a121b1-edc6-4f27-92d9-a818cb434acd:627,Metastatic lesions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:628,lung cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:629,approximately 25% of cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:630,pain
4:21a121b1-edc6-4f27-92d9-a818cb434acd:631,fractures
4:21a121b1-edc6-4f27-92d9-a818cb434acd:632,neurological deficits
4:21a121b1-edc6-4f27-92d9-a818cb434acd:633,Oligometastases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:634,limited metastatic spread (1-5 lesions)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:635,a potential window for curative treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:636,Curative treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:637,stereotactic ablative radiotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:638,resection surgery
4:21a121b1-edc6-4f27-92d9-a818cb434acd:639,Tumor boards
4:21a121b1-edc6-4f27-92d9-a818cb434acd:640,systemic therapies with local interventions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:641,treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:642,Folliculin (FLCN)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:643,thyroid tumors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:644,FLCN
4:21a121b1-edc6-4f27-92d9-a818cb434acd:645,Patient 1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:646,Birt-Hogg-Dubé (BHD) syndrome
4:21a121b1-edc6-4f27-92d9-a818cb434acd:647,oncocytic adenoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:648,thyroid tumor
4:21a121b1-edc6-4f27-92d9-a818cb434acd:649,thyroidectomy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:650,Patient 2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:651,oncocytic poorly differentiated thyroid carcinoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:652,Oncocytic poorly differentiated thyroid carcinoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:653,extensive angioinvasion
4:21a121b1-edc6-4f27-92d9-a818cb434acd:654,high proliferative activity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:655,TP53 and RB1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:656,metastatic disease despite multimodal treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:657,Thyroid carcinomas
4:21a121b1-edc6-4f27-92d9-a818cb434acd:658,1.1% of cases
4:21a121b1-edc6-4f27-92d9-a818cb434acd:659,Pathogenic FLCN mutations
4:21a121b1-edc6-4f27-92d9-a818cb434acd:660,oncocytic morphology
4:21a121b1-edc6-4f27-92d9-a818cb434acd:661,Homozygous FLCN deletions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:662,genomically unstable tumors including anaplastic thyroid carcinoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:663,FLCN mutations
4:21a121b1-edc6-4f27-92d9-a818cb434acd:664,oncocytic thyroid neoplasms
4:21a121b1-edc6-4f27-92d9-a818cb434acd:665,FLCN deletions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:666,aggressive tumor evolution
4:21a121b1-edc6-4f27-92d9-a818cb434acd:667,Lack of FLCN coverage in standard thyroid molecular panels
4:21a121b1-edc6-4f27-92d9-a818cb434acd:668,clinical relevance of FLCN
4:21a121b1-edc6-4f27-92d9-a818cb434acd:669,Including FLCN in genetic testing
4:21a121b1-edc6-4f27-92d9-a818cb434acd:670,tumor detection and characterization
4:21a121b1-edc6-4f27-92d9-a818cb434acd:671,BHD patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:672,routine thyroid screening
4:21a121b1-edc6-4f27-92d9-a818cb434acd:673,Computed tomography-based radiomic nomogram
4:21a121b1-edc6-4f27-92d9-a818cb434acd:674,occult pleural metastasis in lung cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:675,carcinoembryonic antigen
4:21a121b1-edc6-4f27-92d9-a818cb434acd:676,occult pleural metastasis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:677,neutrophil-to-lymphocyte ratio
4:21a121b1-edc6-4f27-92d9-a818cb434acd:678,clinical T stage
4:21a121b1-edc6-4f27-92d9-a818cb434acd:679,tumor-pleural relationship
4:21a121b1-edc6-4f27-92d9-a818cb434acd:680,clinical model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:681,area under the curve of 0.761
4:21a121b1-edc6-4f27-92d9-a818cb434acd:682,"integrated model combining radiomic scores, carcinoembryonic antigen, and neutrophil-to-lymphocyte ratio"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:683,area under the curve of 0.890 in training cohort
4:21a121b1-edc6-4f27-92d9-a818cb434acd:684,area under the curve of 0.855 in validation cohort
4:21a121b1-edc6-4f27-92d9-a818cb434acd:685,radiomic features derived from CT scans
4:21a121b1-edc6-4f27-92d9-a818cb434acd:686,patients with lung cancer at risk of occult pleural metastasis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:687,"nomogram integrating carcinoembryonic antigen, neutrophil-to-lymphocyte ratio, and radiomic tumor area scores"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:688,precision of preoperative occult pleural metastasis prediction
4:21a121b1-edc6-4f27-92d9-a818cb434acd:689,Childhood Cancer Registry of Campania
4:21a121b1-edc6-4f27-92d9-a818cb434acd:690,Italian largest population-based registry specializing in children 0-19 years old
4:21a121b1-edc6-4f27-92d9-a818cb434acd:691,approximately 1.1 million inhabitants
4:21a121b1-edc6-4f27-92d9-a818cb434acd:692,study cohort
4:21a121b1-edc6-4f27-92d9-a818cb434acd:693,219 adolescents with newly diagnosed central nervous system tumors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:694,annual average incidence rate
4:21a121b1-edc6-4f27-92d9-a818cb434acd:695,48.9 cases per million/year
4:21a121b1-edc6-4f27-92d9-a818cb434acd:696,5-year observed survival rate after diagnosis of CNS tumor
4:21a121b1-edc6-4f27-92d9-a818cb434acd:697,84.8%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:698,most common tumor site
4:21a121b1-edc6-4f27-92d9-a818cb434acd:699,pituitary gland and craniopharyngeal duct
4:21a121b1-edc6-4f27-92d9-a818cb434acd:700,22.4% of all tumors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:701,most frequently occurring malignant primary CNS tumor
4:21a121b1-edc6-4f27-92d9-a818cb434acd:702,germinoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:703,most common non-malignant tumor
4:21a121b1-edc6-4f27-92d9-a818cb434acd:704,pituitary adenoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:705,most patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:706,adult services
4:21a121b1-edc6-4f27-92d9-a818cb434acd:707,nearly half of patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:708,cancer care
4:21a121b1-edc6-4f27-92d9-a818cb434acd:709,care of adolescents with CNS tumors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:710,institutions
4:21a121b1-edc6-4f27-92d9-a818cb434acd:711,significant variations in practice
4:21a121b1-edc6-4f27-92d9-a818cb434acd:712,adult and pediatric practitioners
4:21a121b1-edc6-4f27-92d9-a818cb434acd:713,Head-and-neck cancer patients with dysphagia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:714,lower health-related quality of life
4:21a121b1-edc6-4f27-92d9-a818cb434acd:715,lower physical functioning
4:21a121b1-edc6-4f27-92d9-a818cb434acd:716,lower social functioning
4:21a121b1-edc6-4f27-92d9-a818cb434acd:717,lower emotional functioning
4:21a121b1-edc6-4f27-92d9-a818cb434acd:718,"more severe general symptoms including fatigue, pain, sleep disturbances, nausea/vomiting, diarrhea, and financial worries"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:719,Control-2 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:720,worse emotional functioning than Control-1 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:721,worse social functioning than Control-1 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:722,Cancer rehabilitation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:723,social functioning in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:724,emotional functioning in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:725,role functioning in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:726,fatigue in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:727,nausea/vomiting in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:728,insomnia in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:729,appetite loss in head-and-neck cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:730,Improvements in health-related quality of life
4:21a121b1-edc6-4f27-92d9-a818cb434acd:731,dysphagia patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:732,Psychooncological counseling
4:21a121b1-edc6-4f27-92d9-a818cb434acd:733,Noninvasive prognostic evaluation methods
4:21a121b1-edc6-4f27-92d9-a818cb434acd:734,hepatocellular carcinoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:735,radiographic imaging features
4:21a121b1-edc6-4f27-92d9-a818cb434acd:736,serum biomarkers such as alpha-fetoprotein
4:21a121b1-edc6-4f27-92d9-a818cb434acd:737,Epigenetic changes in cell-free DNA
4:21a121b1-edc6-4f27-92d9-a818cb434acd:738,early cancer diagnosis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:739,prognosis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:740,cfDNA methylation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:741,"prognostication in patients with active, radiographically viable HCC"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:742,Illumina HumanMethylation450 array data
4:21a121b1-edc6-4f27-92d9-a818cb434acd:743,158 HCC-related DNA methylation markers associated with overall survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:744,158 HCC-related DNA methylation markers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:745,overall survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:746,29 HCC tumor tissue samples
4:21a121b1-edc6-4f27-92d9-a818cb434acd:747,cfDNA methylation-based risk score (methRisk)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:748,plasma cfDNA samples of 52 patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:749,strong discriminatory power for overall survival prediction
4:21a121b1-edc6-4f27-92d9-a818cb434acd:750,methRisk
4:21a121b1-edc6-4f27-92d9-a818cb434acd:751,noninvasive prognostic assessments for overall survival when integrated with Barcelona clinic liver cancer staging
4:21a121b1-edc6-4f27-92d9-a818cb434acd:752,survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:753,cfDNA methylation biomarkers assessed from peripheral blood
4:21a121b1-edc6-4f27-92d9-a818cb434acd:754,HCC patients into clinically meaningful risk groups
4:21a121b1-edc6-4f27-92d9-a818cb434acd:755,GLUT2 (SLC2A2)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:756,"glucose transporter in liver, pancreas, and kidney tissues"
4:21a121b1-edc6-4f27-92d9-a818cb434acd:757,blood glucose levels
4:21a121b1-edc6-4f27-92d9-a818cb434acd:758,energy metabolism
4:21a121b1-edc6-4f27-92d9-a818cb434acd:759,SLC2A2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:760,cell differentiation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:761,metabolic adaptation during embryogenesis and tissue regeneration
4:21a121b1-edc6-4f27-92d9-a818cb434acd:762,SLC2A2 expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:763,HCC progression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:764,Stemness-associated genes including SOX2 and POU5F1
4:21a121b1-edc6-4f27-92d9-a818cb434acd:765,upregulated with HCC progression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:766,Zebrafish embryos injected with SLC2A2-targeting morpholino
4:21a121b1-edc6-4f27-92d9-a818cb434acd:767,reduced expression of liver differentiation marker fabp10a
4:21a121b1-edc6-4f27-92d9-a818cb434acd:768,hepatoblast marker hhex expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:769,SLC2A2 knockdown in HepG2 cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:770,stemness markers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:771,IGF1R pathway markers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:772,liver differentiation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:773,glucose metabolism
4:21a121b1-edc6-4f27-92d9-a818cb434acd:774,pathways associated with stemness and malignancy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:775,Targeting SLC2A2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:776,therapeutic strategy for liver-related diseases including HCC
4:21a121b1-edc6-4f27-92d9-a818cb434acd:777,Mosunetuzumab
4:21a121b1-edc6-4f27-92d9-a818cb434acd:778,T cells to eliminate malignant B cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:779,YO43555
4:21a121b1-edc6-4f27-92d9-a818cb434acd:780,pharmacokinetics of mosunetuzumab in Chinese patients with relapsed/refractory follicular lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:781,safety of mosunetuzumab in Chinese patients with relapsed/refractory follicular lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:782,tolerability of mosunetuzumab in Chinese patients with relapsed/refractory follicular lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:783,efficacy of mosunetuzumab in Chinese patients with relapsed/refractory follicular lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:784,Ethnicity/region
4:21a121b1-edc6-4f27-92d9-a818cb434acd:785,pharmacokinetics disposition of mosunetuzumab
4:21a121b1-edc6-4f27-92d9-a818cb434acd:786,Global popPK model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:787,individual pharmacokinetics of the Chinese population
4:21a121b1-edc6-4f27-92d9-a818cb434acd:788,Model predicted mosunetuzumab exposure metrics in Chinese patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:789,those observed in Asian patients in GO29781 R/R FL subpopulation with the same dose regimen
4:21a121b1-edc6-4f27-92d9-a818cb434acd:790,Exposure differences between Chinese and Non-Asians from the global population
4:21a121b1-edc6-4f27-92d9-a818cb434acd:791,20%
4:21a121b1-edc6-4f27-92d9-a818cb434acd:792,Mosunetuzumab exposure of Chinese patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:793,established bounds for clinical safety and efficacy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:794,Cytokine biomarkers IL-6 and TNF-α
4:21a121b1-edc6-4f27-92d9-a818cb434acd:795,similar time-course patterns of release as observed in globally enrolled patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:796,Mosunetuzumab pharmacokinetics disposition
4:21a121b1-edc6-4f27-92d9-a818cb434acd:797,significant ethnic sensitivity that would impact patient outcomes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:798,Dose adjustment of globally approved mosunetuzumab regimen
4:21a121b1-edc6-4f27-92d9-a818cb434acd:799,Chinese patients with relapsed/refractory follicular lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:800,KRAS mutation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:801,metastatic colorectal cancer
4:21a121b1-edc6-4f27-92d9-a818cb434acd:802,BRAF mutation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:803,29.8% of stage II/III colorectal cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:804,NRAS mutation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:805,4.3% of stage II/III colorectal cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:806,8.5% of stage II/III colorectal cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:807,PIK3CA mutation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:808,14.9% of stage II/III colorectal cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:809,concurrent mutations in MSS patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:810,shorter overall survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:811,shorter disease-free survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:812,stage II/III colorectal cancer patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:813,BRAF mutation prognostic impact
4:21a121b1-edc6-4f27-92d9-a818cb434acd:814,microsatellite instability adjustment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:815,KRAS mutation in MSS tumors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:816,BRAF mutation in MSS tumors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:817,reduced overall survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:818,reduced disease-free survival
4:21a121b1-edc6-4f27-92d9-a818cb434acd:819,no significant survival differences
4:21a121b1-edc6-4f27-92d9-a818cb434acd:820,mutant and wildtype patients in MSI-H population
4:21a121b1-edc6-4f27-92d9-a818cb434acd:821,MSS stage II/III colorectal cancer patients receiving adjuvant therapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:822,CD8 T cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:823,antitumor immunity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:824,dysfunctional
4:21a121b1-edc6-4f27-92d9-a818cb434acd:825,exhausted
4:21a121b1-edc6-4f27-92d9-a818cb434acd:826,dysfunctional or exhausted CD8 T cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:827,tumor growth
4:21a121b1-edc6-4f27-92d9-a818cb434acd:828,molecular pathways
4:21a121b1-edc6-4f27-92d9-a818cb434acd:829,CD8 T cell heterogeneity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:830,CD8 T cell function
4:21a121b1-edc6-4f27-92d9-a818cb434acd:831,T cell-intrinsic factors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:832,CD8 T cell differentiation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:833,T cell-extrinsic factors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:834,CD8 T cell fate choices
4:21a121b1-edc6-4f27-92d9-a818cb434acd:835,CD8 T cell functional states
4:21a121b1-edc6-4f27-92d9-a818cb434acd:836,T cell-intrinsic and -extrinsic factors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:837,CD8 T cell response to therapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:838,therapeutic checkpoint blockade
4:21a121b1-edc6-4f27-92d9-a818cb434acd:839,T cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:840,cells that orchestrate long-term antitumor immunity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:841,cancer immunotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:842,mechanisms that govern development and persistence of cells that orchestrate long-term antitumor immunity
4:21a121b1-edc6-4f27-92d9-a818cb434acd:843,improving cancer immunotherapy
4:21a121b1-edc6-4f27-92d9-a818cb434acd:844,Testicular microcalcifications
4:21a121b1-edc6-4f27-92d9-a818cb434acd:845,hydroxyapatite
4:21a121b1-edc6-4f27-92d9-a818cb434acd:846,testicular germ cell tumors (TGCTs)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:847,Loss-of-function variants in phosphate transporter SLC34A2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:848,benign testicular microcalcifications
4:21a121b1-edc6-4f27-92d9-a818cb434acd:849,Fibroblast growth factor 23 (FGF23)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:850,phosphate homeostasis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:851,testicular germ cell neoplasia in situ (GCNIS)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:852,embryonal carcinoma (EC)
4:21a121b1-edc6-4f27-92d9-a818cb434acd:853,human embryonic stem cells
4:21a121b1-edc6-4f27-92d9-a818cb434acd:854,FGF23
4:21a121b1-edc6-4f27-92d9-a818cb434acd:855,C-terminal fragment in TGCTs
4:21a121b1-edc6-4f27-92d9-a818cb434acd:856,C-terminal fragment of FGF23
4:21a121b1-edc6-4f27-92d9-a818cb434acd:857,full-length FGF23
4:21a121b1-edc6-4f27-92d9-a818cb434acd:858,Fgf23 knockout mice
4:21a121b1-edc6-4f27-92d9-a818cb434acd:859,marked calcifications in epididymis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:860,spermatogenic arrest
4:21a121b1-edc6-4f27-92d9-a818cb434acd:861,germ cells expressing osteoblast marker Osteocalcin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:862,Testicular microcalcifications in mice with no functional androgen receptor and lack of circulating gonadotropins
4:21a121b1-edc6-4f27-92d9-a818cb434acd:863,lower Slc34a2 expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:864,higher Bglap/Slc34a1 expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:865,Human testicular specimens with microcalcifications
4:21a121b1-edc6-4f27-92d9-a818cb434acd:866,lower SLC34A2 expression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:867,Subpopulation of germ cells in human testicular specimens with microcalcifications
4:21a121b1-edc6-4f27-92d9-a818cb434acd:868,phosphate transporter NPT2a
4:21a121b1-edc6-4f27-92d9-a818cb434acd:869,Osteocalcin
4:21a121b1-edc6-4f27-92d9-a818cb434acd:870,RUNX2
4:21a121b1-edc6-4f27-92d9-a818cb434acd:871,Calcium or phosphate treatment
4:21a121b1-edc6-4f27-92d9-a818cb434acd:872,deposition of calcium phosphate in spermatogonial cell line
4:21a121b1-edc6-4f27-92d9-a818cb434acd:873,Pyrophosphate
4:21a121b1-edc6-4f27-92d9-a818cb434acd:874,calcium phosphate deposition induced by mineral disturbance in spermatogonial cell line
4:21a121b1-edc6-4f27-92d9-a818cb434acd:875,local alterations in mineral homeostasis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:876,Impaired Sertoli cell function and reduced levels of mineralization inhibitors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:877,osteogenic-like differentiation of testicular cells and deposition of hydroxyapatite in GCNIS and TGCTs
4:21a121b1-edc6-4f27-92d9-a818cb434acd:878,High alkaline phosphatase activity in GCNIS and TGCTs
4:21a121b1-edc6-4f27-92d9-a818cb434acd:879,reduced levels of mineralization inhibitors
4:21a121b1-edc6-4f27-92d9-a818cb434acd:880,cancer-associated fibroblast-related gene signature
4:21a121b1-edc6-4f27-92d9-a818cb434acd:881,clinical outcomes in patients with diffuse large B cell lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:882,weighted gene co-expression network analysis
4:21a121b1-edc6-4f27-92d9-a818cb434acd:883,cancer-associated fibroblast-related module genes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:884,Least Absolute Shrinkage and Selection Operator Cox regression
4:21a121b1-edc6-4f27-92d9-a818cb434acd:885,minimal set of genes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:886,prognostic cancer-associated fibroblast-related gene signature for diffuse large B cell lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:887,Kaplan-Meier plots and receiver operating characteristic curves
4:21a121b1-edc6-4f27-92d9-a818cb434acd:888,prognostic performance of prognostic cancer-associated fibroblast-related genes
4:21a121b1-edc6-4f27-92d9-a818cb434acd:889,nomogram
4:21a121b1-edc6-4f27-92d9-a818cb434acd:890,clinical information and prognostic scores of patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:891,prognostic cancer-associated fibroblast-related gene signature risk model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:892,patients with diffuse large B cell lymphoma into high- and low-risk groups
4:21a121b1-edc6-4f27-92d9-a818cb434acd:893,survival in diffuse large B cell lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:894,clinical factor-based model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:895,risk score alone
4:21a121b1-edc6-4f27-92d9-a818cb434acd:896,high- and low-risk groups
4:21a121b1-edc6-4f27-92d9-a818cb434acd:897,immune cell profiles
4:21a121b1-edc6-4f27-92d9-a818cb434acd:898,therapeutic responses
4:21a121b1-edc6-4f27-92d9-a818cb434acd:899,prognostic cancer-associated fibroblast-related gene-based genetic risk model
4:21a121b1-edc6-4f27-92d9-a818cb434acd:900,prognosis of diffuse large B cell lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:901,treatment selection for diffuse large B cell lymphoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:902,Asian patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:903,White patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:904,Black patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:905,Hispanic patients
4:21a121b1-edc6-4f27-92d9-a818cb434acd:906,Black patients in California
4:21a121b1-edc6-4f27-92d9-a818cb434acd:907,White patients in California
4:21a121b1-edc6-4f27-92d9-a818cb434acd:908,Black patients in New Jersey
4:21a121b1-edc6-4f27-92d9-a818cb434acd:909,White patients in New Jersey
4:21a121b1-edc6-4f27-92d9-a818cb434acd:910,Black patients in Georgia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:911,White patients in Georgia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:912,Black patients in Louisiana
4:21a121b1-edc6-4f27-92d9-a818cb434acd:913,White patients in Louisiana
4:21a121b1-edc6-4f27-92d9-a818cb434acd:914,Black patients in Connecticut
4:21a121b1-edc6-4f27-92d9-a818cb434acd:915,White patients in Connecticut
4:21a121b1-edc6-4f27-92d9-a818cb434acd:916,Black patients in Iowa
4:21a121b1-edc6-4f27-92d9-a818cb434acd:917,White patients in Iowa
4:21a121b1-edc6-4f27-92d9-a818cb434acd:918,Hispanic patients in Hawaii
4:21a121b1-edc6-4f27-92d9-a818cb434acd:919,White patients in Hawaii
4:21a121b1-edc6-4f27-92d9-a818cb434acd:920,Hispanic patients in Georgia
4:21a121b1-edc6-4f27-92d9-a818cb434acd:921,Asian patients in California
4:21a121b1-edc6-4f27-92d9-a818cb434acd:922,Oral squamous cell carcinoma
4:21a121b1-edc6-4f27-92d9-a818cb434acd:923,oral cancers
4:21a121b1-edc6-4f27-92d9-a818cb434acd:924,YAP
4:21a121b1-edc6-4f27-92d9-a818cb434acd:925,transcriptional regulator in hippo tumor suppressor pathway
4:21a121b1-edc6-4f27-92d9-a818cb434acd:926,cellular proliferation
4:21a121b1-edc6-4f27-92d9-a818cb434acd:927,alteration
